pkey,created_on,last_updated_on,version,batting_hand,style_batting,date_of_birth,place_of_birth,bowling_hand,style_bowling,bowling_type,country,fielding_pos,first_name,url_img,last_name,middle_name,playing_role,short_name,src_id,url_thumb
488,"2021-02-14 23:43:43",NULL,0,RIGHT,"Right Hand Bat",1997-01-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,nz,NULL,"Josh Clarkson",,,,,"Josh Clarkson",1085,
489,"2021-02-14 23:43:43",NULL,0,RIGHT,"Right Hand Bat",1998-08-23,,RIGHT,"Right Arm Medium",MEDIUM,en,NULL,"Patrick Brown",,,,,"Patrick Brown",84689,
490,"2021-02-14 23:43:43",NULL,0,RIGHT,"Right Hand Bat",1991-04-30,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,nz,NULL,"Brett Hampton",,,,,"BR Hampton",16516,
491,"2021-02-14 23:43:43",NULL,0,RIGHT,"Right Hand Bat",1999-09-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,nz,NULL,"Katene Clarke",,,,,"KD Clarke",93445,
492,"2021-02-14 23:43:44",NULL,0,NULL,,0002-11-30,,NULL,,NULL,nz,NULL,"Kristian Clarke",,,,,"Kristian Clarke",95505,
493,"2021-02-14 23:43:44",NULL,0,RIGHT,"Right Hand Bat",1995-12-25,,LEFT,"Left Arm Wrist Spin",NULL,nz,NULL,"Blake Coburn",,,,,"BP Coburn",93365,
494,"2021-02-14 23:43:44",NULL,0,RIGHT,"Right Hand Bat",1997-02-25,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Saqib Mahmood",,,,,"S Mahmood",1052,
495,"2021-02-14 23:43:45",NULL,0,LEFT,"Left hand Bat",1985-09-28,,LEFT,"Left Arm Orthodox",OFF_SPIN,nz,NULL,"Anton Devcich",,,,,"AP Devcich",16503,
496,"2021-02-14 23:43:45",NULL,0,RIGHT,"Right Hand Bat",1992-05-24,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Lewis Gregory",,,,,"Lewis Gregory",49421,
497,"2021-02-14 23:43:45",NULL,0,RIGHT,"Right Hand Bat",1990-08-05,,RIGHT,"Right Arm Medium",MEDIUM,nz,NULL,"Anurag Verma",,,,,"A Verma",16604,
498,"2021-02-14 23:43:48",NULL,0,RIGHT,"Right Hand Bat",1997-03-19,,RIGHT,"Right Arm Medium",MEDIUM,nz,NULL,"Zak Gibson",,,,,"ZN Gibson",1232,
499,"2021-02-14 23:43:49",NULL,0,RIGHT,"Right Hand Bat",1993-10-13,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,nz,NULL,"Blair Tickner",,,,,"Blair Tickner",46310,
500,"2021-02-14 23:43:49",NULL,0,RIGHT,"Right Hand Bat",1991-05-20,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,nz,NULL,"Daryl Mitchell",,,,,"Daryl Mitchell",16509,
501,"2021-02-14 23:43:56",NULL,0,RIGHT,"Right Hand Bat",1991-01-07,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,za,NULL,"Sisanda Magala",,,,,"SSB Magala",52975,
502,"2021-02-14 23:43:57",NULL,0,RIGHT,"Right Hand Bat",1996-10-24,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,en,NULL,"Matt Parkinson",,,,,"Matt Parkinson",93789,
503,"2021-02-14 23:43:59",NULL,0,RIGHT,"Right Hand Bat",1996-04-18,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,za,NULL,"Janneman Malan",,,,,"JN Malan",56239,
504,"2021-02-14 23:43:59",NULL,0,RIGHT,"Right Hand Bat",1998-05-12,,RIGHT,"Right Arm Fast",FAST,za,NULL,"Lutho Sipamla",,,,,"L Sipamla",1035,
505,"2021-02-14 23:43:59",NULL,0,RIGHT,"Right Hand Bat",1997-05-12,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Kyle Verreynne",,,,,"K Verreynne",1026,
506,"2021-02-14 23:44:05",NULL,0,RIGHT,"Right Hand Bat",1994-05-07,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,en,NULL,"Tom Helm",,,,,"TG Helm",49497,
507,"2021-02-14 23:44:06",NULL,0,RIGHT,"Right Hand Bat",1994-02-21,,LEFT,"Left Arm Fast",FAST,en,NULL,"Reece Topley",,,,,"Reece Topley",1937,
508,"2021-02-14 23:44:06",NULL,0,RIGHT,"Right Hand Bat",1993-10-09,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Olly Stone",,,,,"OP Stone",49382,
509,"2021-02-14 23:44:08",NULL,0,RIGHT,"Right Hand Bat",1992-08-10,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Glenton Stuurman",,,,,"GA Stuurman",59371,
510,"2021-02-14 23:44:08",NULL,0,RIGHT,"Right Hand Bat",1990-02-07,,LEFT,"Left Arm Orthodox",OFF_SPIN,za,NULL,"Keshav Maharaj",,,,,"KA Maharaj",49706,
511,"2021-02-14 23:44:08",NULL,0,LEFT,"Left Hand Bat",1991-04-12,,LEFT,"Left Arm Orthodox",OFF_SPIN,za,NULL,"George Linde",,,,,"George Linde",47483,
512,"2021-02-14 23:44:17",NULL,0,RIGHT,"Right Hand Bat",1995-08-30,,NULL,,NULL,lk,NULL,"Sadeera Samarawickrama",,,,,"S Samarawickrama",43676,
513,"2021-02-14 23:44:17",NULL,0,RIGHT,"Right Hand Bat",1993-06-23,,LEFT,"Left Arm Orthodox",OFF_SPIN,lk,NULL,"Amila Aponso",,,,,"MA Aponso",43853,
514,"2021-02-14 23:44:17",NULL,0,RIGHT,"Right Hand Bat",1993-06-01,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,lk,NULL,"Kasun Rajitha",,,,,"K Rajitha",44001,
515,"2021-02-14 23:44:17",NULL,0,RIGHT,"Right Hand Bat",1995-02-02,,NULL,,NULL,lk,NULL,"Kusal Mendis",,,,,"K Mendis",43953,
516,"2021-02-14 23:44:18",NULL,0,RIGHT,"Right Hand Bat",1991-06-10,,LEFT,"Left Arm Wrist Spin",NULL,lk,NULL,"Lakshan Sandakan",,,,,"L Sandakan",43778,
517,"2021-02-14 23:44:18",NULL,0,RIGHT,"Right Hand Bat",1991-09-09,,RIGHT,"Right Arm Medium",MEDIUM,lk,NULL,"Dasun Shanaka",,,,,"Dasun Shanaka",1734,
518,"2021-02-14 23:44:18",NULL,0,LEFT,"Left Hand Bat",1989-04-03,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,lk,NULL,"Thisara Perera",,,,,"Thisara Perera",410,
519,"2021-02-14 23:44:18",NULL,0,RIGHT,"Right Hand Bat",1986-10-19,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,lk,NULL,"Nuwan Pradeep",,,,,"N Pradeep",49074,
520,"2021-02-14 23:44:19",NULL,0,LEFT,"Left hand Bat",1998-09-30,,LEFT,"Left Arm Orthodox",OFF_SPIN,lk,NULL,"Kamindu Mendis",,,,,"PHKD Mendis",94251,
521,"2021-02-14 23:44:19",NULL,0,RIGHT,"Right Hand Bat",1991-09-06,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Dhananjaya de Silva",,,,,"D de Silva",43745,
522,"2021-02-14 23:44:19",NULL,0,LEFT,"Left Hand Bat",1990-08-17,,NULL,,NULL,lk,NULL,"Kusal Perera",,,,,"Kusal Perera",460,
523,"2021-02-14 23:44:20",NULL,0,LEFT,"Left hand Bat",1993-06-23,,NULL,,NULL,lk,NULL,"Niroshan Dickwella",,,,,"N Dickwella",1763,
524,"2021-02-14 23:44:20",NULL,0,RIGHT,"Right Hand Bat",1989-11-18,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Dinesh Chandimal",,,,,"LD Chandimal",426,
525,"2021-02-14 23:44:23",NULL,0,RIGHT,"Right Hand Bat",1988-06-30,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,wi,NULL,"Kemar Roach",,,,,"Kemar Roach",273,
526,"2021-02-14 23:44:23",NULL,0,LEFT,"Left hand Bat",1993-09-21,,RIGHT,"Right Arm Off Break",OFF_SPIN,wi,NULL,"John Campbell",,,,,"John Campbell",53729,
527,"2021-02-14 23:44:23",NULL,0,LEFT,"Left hand Bat",1985-11-06,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,wi,NULL,"Devendra Bishoo",,,,,"D Bishoo",46939,
528,"2021-02-14 23:44:24",NULL,0,LEFT,"Left Hand Bat",1989-02-06,,NULL,,NULL,wi,NULL,"Darren Bravo",,,,,"Darren Bravo",249,
529,"2021-02-14 23:44:27",NULL,0,LEFT,"Left Hand Bat",1997-01-04,,LEFT,"Left Arm Fast",FAST,wi,NULL,"Obed Mccoy",,,,,"Obed Mccoy",46932,
530,"2021-02-14 23:45:02",NULL,0,RIGHT,"Right Hand Bat",1981-03-08,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,wi,NULL,"Rayad Emrit",,,,,"RR Emrit",43338,
531,"2021-02-14 23:45:03",NULL,0,RIGHT,"Right Hand Bat",1992-08-12,,LEFT,"Left Arm Fast",FAST,en,NULL,"Tymal Mills",,,,,"TS Mills",43366,
532,"2021-02-14 23:45:04",NULL,0,RIGHT,"Right Hand Bat",1981-04-23,,NULL,,NULL,nz,NULL,"Luke Ronchi",,,,,"L Ronchi",39,
533,"2021-02-14 23:45:04",NULL,0,RIGHT,"Right Hand Bat",1980-03-01,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,pk,NULL,"Shahid Afridi",,,,,"Shahid Afridi",149,
534,"2021-02-14 23:45:08",NULL,0,RIGHT,"Right Hand Bat",1994-12-12,,NULL,,NULL,au,NULL,"Ben Mcdermott",,,,,"Ben Mcdermott",43625,
535,"2021-02-14 23:45:16",NULL,0,RIGHT,"Right Hand Bat",1999-06-03,,RIGHT,"Right Arm Medium",MEDIUM,au,NULL,"Cameron Green",,,,,"C Green",93130,
536,"2021-02-14 23:45:33",NULL,0,RIGHT,"Right Hand Bat",1990-09-28,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,nz,NULL,"Doug Bracewell",,,,,"DAJ Bracewell",49103,
537,"2021-02-14 23:45:34",NULL,0,RIGHT,"Right Hand Bat",1983-11-25,,RIGHT,"Right Arm Medium",MEDIUM,en,NULL,"Daryl Mitchell",,,,,"DKH Mitchell",90603,
538,"2021-02-14 23:45:41",NULL,0,LEFT,"Left hand Bat",1987-02-22,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,nz,NULL,"Hamish Bennett",,,,,"HK Bennett",16584,
539,"2021-02-14 23:45:56",NULL,0,RIGHT,"Right Hand Bat",1986-09-24,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Christiaan Jonker",,,,,"C Jonker",53178,
540,"2021-02-14 23:46:04",NULL,0,RIGHT,"Right Hand Bat",1986-09-23,,RIGHT,"Right Arm Off Break",OFF_SPIN,wi,NULL,"Jason Mohammed",,,,,"JN Mohammed",50092,
541,"2021-02-14 23:46:05",NULL,0,RIGHT,"Right Hand Bat",1990-12-11,,NULL,,NULL,wi,NULL,"Anthony Bramble",,,,,"Anthony Bramble",53660,
542,"2021-02-14 23:46:14",NULL,0,RIGHT,"Right Hand Bat",1996-03-27,,RIGHT,"Right Arm Fast",FAST,ie,NULL,"Mark Adair",,,,,"MR Adair",50724,
543,"2021-02-14 23:46:16",NULL,0,RIGHT,"Right Hand Bat",1994-11-26,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,wi,NULL,"Romario Shepherd",,,,,"Romario Shepherd",93031,
544,"2021-02-14 23:46:23",NULL,0,RIGHT,"Right Hand Bat",1996-12-06,,RIGHT,"Right Arm Off Break",OFF_SPIN,nz,NULL,"Glenn Phillips",,,,,"Glenn Phillips",1082,
545,"2021-02-14 23:46:23",NULL,0,LEFT,"Left hand Bat",1992-04-02,,RIGHT,"Right Arm Medium",MEDIUM,nz,NULL,"Tom Latham",,,,,"Tom Latham",44185,
546,"2021-02-14 23:46:23",NULL,0,RIGHT,"Right Hand Bat",1986-09-24,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,nz,NULL,"Todd Astle",,,,,"TD Astle",16581,
547,"2021-02-14 23:46:23",NULL,0,RIGHT,"Right Hand Bat",1991-12-14,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,nz,NULL,"Matt Henry",,,,,"Matt Henry",486,
548,"2021-02-14 23:46:24",NULL,0,LEFT,"Left hand Bat",1991-11-15,,RIGHT,"Right Arm Off Break",OFF_SPIN,nz,NULL,"Henry Nicholls",,,,,"HM Nicholls",1967,
549,"2021-02-14 23:46:31",NULL,0,LEFT,"Left hand Bat",1997-02-13,,RIGHT,"Right Arm Fast",FAST,lk,NULL,"Lahiru Kumara",,,,,"L Kumara",1142,
550,"2021-02-14 23:46:31",NULL,0,RIGHT,"Right Hand Bat",1997-07-29,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,lk,NULL,"Wanindu Hasaranga",,,,,"Wanindu Hasaranga",1140,
551,"2021-02-14 23:46:31",NULL,0,RIGHT,"Right Hand Bat",1998-04-05,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,lk,NULL,"Avishka Fernando",,,,,"A Fernando",1135,
552,"2021-02-14 23:46:32",NULL,0,LEFT,"Left hand Bat",1991-09-12,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Shehan Jayasuriya",,,,,"S Jayasuriya",1736,
553,"2021-02-14 23:46:32",NULL,0,LEFT,"Left hand Bat",1991-03-17,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Danushka Gunathilaka",,,,,"D Gunathilaka",43961,
554,"2021-02-14 23:46:32",NULL,0,RIGHT,"Right Hand Bat",1992-09-12,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,lk,NULL,"Lahiru Madushanka",,,,,"LD Madushanka",43828,
555,"2021-02-14 23:46:37",NULL,0,LEFT,"Left hand Bat",1989-04-27,,LEFT,"Left Arm Orthodox",OFF_SPIN,nz,NULL,"Hamish Rutherford",,,,,"HD Rutherford",31428,
556,"2021-02-14 23:46:40",NULL,0,LEFT,"Left hand Bat",1990-04-10,,LEFT,"Left Arm Orthodox",OFF_SPIN,pk,NULL,"Fakhar Zaman",,,,,"FK Zaman",43370,
557,"2021-02-14 23:46:41",NULL,0,RIGHT,"Right Hand Bat",1994-01-05,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,pk,NULL,"Usman Shinwari",,,,,"Usman Shinwari",90735,
558,"2021-02-14 23:46:41",NULL,0,LEFT,"Left hand Bat",1994-01-16,,RIGHT,"Right Arm Medium",MEDIUM,pk,NULL,"Faheem Ashraf",,,,,"Faheem Ashraf",53425,
559,"2021-02-14 23:46:41",NULL,0,RIGHT,"Right Hand Bat",1991-10-01,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,pk,NULL,"Asif Ali",,,,,"Asif Ali",44083,
560,"2021-02-14 23:46:41",NULL,0,LEFT,"Left hand Bat",1988-10-21,,LEFT,"Left Arm Orthodox",OFF_SPIN,nz,NULL,"Ajaz Patel",,,,,"AY Patel",46314,
561,"2021-02-14 23:46:42",NULL,0,RIGHT,"Right Hand Bat",1994-07-02,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,pk,NULL,"Hasan Ali",,,,,"Hasan Ali",44099,
562,"2021-02-14 23:46:42",NULL,0,RIGHT,"Right Hand Bat",1996-03-06,,NULL,,NULL,pk,NULL,"Sahibzada Farhan",,,,,"Sahibzada Farhan",61727,
563,"2021-02-14 23:46:42",NULL,0,RIGHT,"Right Hand Bat",1987-05-22,,NULL,,NULL,pk,NULL,"Sarfraz Ahmed",,,,,"S Ahmed",442,
564,"2021-02-14 23:46:43",NULL,0,LEFT,"Left hand Bat",1987-11-04,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,pk,NULL,"Waqas Maqsood",,,,,"Waqas Maqsood",53255,
565,"2021-02-14 23:46:43",NULL,0,LEFT,"Left hand Bat",1996-02-12,,NULL,,NULL,pk,NULL,"Hussain Talat",,,,,"Hussain Talat",53234,
566,"2021-02-14 23:58:45",NULL,0,RIGHT,"Right Hand Bat",2003-02-15,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,pk,NULL,"Naseem Shah",,,,,"Naseem Shah",95413,
567,"2021-02-14 23:58:46",NULL,0,RIGHT,"Right Hand Bat",1985-06-28,,LEFT,"Left Arm Fast",FAST,pk,NULL,"Wahab Riaz",,,,,"W Riaz",151,
568,"2021-02-14 23:58:46",NULL,0,RIGHT,"Right Hand Bat",1986-01-28,,RIGHT,"Right Arm Off Break",OFF_SPIN,pk,NULL,"Asad Shafiq",,,,,"Asad Shafiq",44087,
569,"2021-02-14 23:58:46",NULL,0,LEFT,"Left hand Bat",1992-04-13,,LEFT,"Left Arm Fast",FAST,pk,NULL,"Mohammad Amir",,,,,"M Amir",1758,
570,"2021-02-14 23:58:47",NULL,0,RIGHT,"Right Hand Bat",2000-10-02,,NULL,,NULL,pk,NULL,"Haider Ali",,,,,"Haider Ali",95302,
571,"2021-02-14 23:58:52",NULL,0,RIGHT,"Right Hand Bat",1986-05-02,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,pk,NULL,"Yasir Shah",,,,,"Yasir Shah",153,
572,"2021-02-14 23:58:52",NULL,0,RIGHT,"Right Hand Bat",1997-07-22,,RIGHT,"Right Arm Off Break",OFF_SPIN,en,NULL,"Dom Bess",,,,,"Dom Bess",50392,
573,"2021-02-14 23:58:52",NULL,0,RIGHT,"Right Hand Bat",1984-03-06,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,pk,NULL,"Sohail Khan",,,,,"Sohail Khan",155,
574,"2021-02-14 23:58:53",NULL,0,RIGHT,"Right Hand Bat",1998-02-03,,RIGHT,"Right Arm Off Break",OFF_SPIN,en,NULL,"Zak Crawley",,,,,"Zak Crawley",50774,
575,"2021-02-14 23:58:53",NULL,0,RIGHT,"Right Hand Bat",1986-07-25,,LEFT,"Left Arm Orthodox",OFF_SPIN,pk,NULL,"Kashif Bhatti",,,,,"Kashif Bhatti",43391,
576,"2021-02-14 23:58:53",NULL,0,RIGHT,"Right Hand Bat",1995-09-05,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,en,NULL,"Dom Sibley",,,,,"Dom Sibley",50754,
577,"2021-02-14 23:58:53",NULL,0,RIGHT,"Right Hand Bat",1998-01-02,,NULL,,NULL,en,NULL,"Ollie Pope",,,,,"Ollie Pope",51290,
578,"2021-02-14 23:58:54",NULL,0,RIGHT,"Right Hand Bat",1985-02-19,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,pk,NULL,"Azhar Ali",,,,,"Azhar Ali",44050,
579,"2021-02-14 23:58:54",NULL,0,LEFT,"Left hand Bat",1990-08-26,,RIGHT,"Right Arm Medium",MEDIUM,en,NULL,"Rory Burns",,,,,"Rory Burns",10600,
580,"2021-02-14 23:58:58",NULL,0,RIGHT,"Right Hand Bat",1993-12-30,,RIGHT,"Right Arm Medium",MEDIUM,au,NULL,"Ryan Gibson",,,,,"Ryan Gibson",90563,
581,"2021-02-14 23:58:58",NULL,0,RIGHT,"Right Hand Bat",1999-12-01,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,au,NULL,"Lloyd Pope",,,,,"L Pope",93459,
582,"2021-02-14 23:58:58",NULL,0,LEFT,"Left hand Bat",1995-12-12,,NULL,,NULL,pk,NULL,"Imam ul Haq",,,,,"IU Haq",45199,
583,"2021-02-14 23:58:58",NULL,0,RIGHT,"Right Hand Bat",1999-03-08,,RIGHT,"Right Arm Off Break",OFF_SPIN,au,NULL,"Nathan McSweeney",,,,,"NA McSweeney",93458,
584,"2021-02-14 23:58:59",NULL,0,RIGHT,"Right Hand Bat",1999-10-21,,NULL,,NULL,au,NULL,"Baxter J Holt",,,,,"BJ Holt",93457,
585,"2021-02-14 23:58:59",NULL,0,RIGHT,"Right Hand Bat",1999-10-27,,NULL,,NULL,au,NULL,"Will Sutherland",,,,,"W Sutherland",93358,
586,"2021-02-14 23:58:59",NULL,0,RIGHT,"Right Hand Bat",1992-04-17,,RIGHT,"Right Arm Off Break",OFF_SPIN,au,NULL,"Alex Ross",,,,,"AI Ross",43475,
587,"2021-02-14 23:58:59",NULL,0,RIGHT,"Right Hand Bat",1996-08-12,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,au,NULL,"Daniel Fallins",,,,,"Daniel Fallins",93153,
588,"2021-02-14 23:59:00",NULL,0,RIGHT,"Right Hand Bat",1994-12-23,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,au,NULL,"Mickey Edwards",,,,,"Mickey Edwards",55941,
589,"2021-02-14 23:59:00",NULL,0,RIGHT,"Right Hand Bat",1982-06-06,,LEFT,"Left Arm Fast",FAST,pk,NULL,"Mohammad Irfan",,,,,"Mohammad Irfan",90537,
590,"2021-02-14 23:59:00",NULL,0,LEFT,"Left hand Bat",1989-01-09,,LEFT,"Left Arm Orthodox",OFF_SPIN,pk,NULL,"Haris Sohail",,,,,"H Sohail",141,
591,"2021-02-14 23:59:00",NULL,0,RIGHT,"Right Hand Bat",2002-04-11,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,au,NULL,"Jake Fraser-McGurk",,,,,"J Fraser-McGurk",76636,
592,"2021-02-14 23:59:11",NULL,0,RIGHT,"Right Hand Bat",1987-10-16,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,pk,NULL,"Abid Ali",,,,,"Abid Ali",45259,
593,"2021-02-14 23:59:11",NULL,0,RIGHT,"Right Hand Bat",1989-12-24,,LEFT,"Left Arm Fast",FAST,pk,NULL,"Junaid Khan",,,,,"Junaid Khan",43377,
594,"2021-02-14 23:59:11",NULL,0,RIGHT,"Right Hand Bat",1994-12-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,en,NULL,"Tom Taylor",,,,,"TAI Taylor",48645,
595,"2021-02-14 23:59:12",NULL,0,RIGHT,"Right Hand Bat",1997-12-20,,NULL,,NULL,en,NULL,"Sam Evans",,,,,"ST Evans",92963,
596,"2021-02-14 23:59:12",NULL,0,RIGHT,"Right Hand Bat",1999-02-21,,NULL,,NULL,en,NULL,"Harry Swindells",,,,,"HJ Swindells",50809,
597,"2021-02-14 23:59:12",NULL,0,RIGHT,"Right Hand Bat",1984-08-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,en,NULL,"Neil Dexter",,,,,"NJ Dexter",49797,
598,"2021-02-14 23:59:12",NULL,0,RIGHT,"Right Hand Bat",1982-09-20,,RIGHT,"Right Arm Medium",MEDIUM,en,NULL,"Paul Horton",,,,,"PJ Horton",49577,
599,"2021-02-14 23:59:13",NULL,0,RIGHT,"Right Hand Bat",1988-10-31,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,za,NULL,"Dieter Klein",,,,,"D Klein",53122,
600,"2021-02-14 23:59:13",NULL,0,RIGHT,"Right Hand Bat",1996-03-06,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Will Davis",,,,,"WS Davis",50675,
601,"2021-02-14 23:59:13",NULL,0,RIGHT,"Right Hand Bat",1991-04-01,,RIGHT,"Right Arm Off Break",OFF_SPIN,en,NULL,"Arron Lilley",,,,,"AM Lilley",48442,
602,"2021-02-14 23:59:13",NULL,0,RIGHT,"Right Hand Bat",1985-07-14,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Chris Wright",,,,,"CJC Wright",49035,
603,"2021-02-14 23:59:14",NULL,0,RIGHT,"Right Hand Bat",1991-10-15,,RIGHT,"Right Arm Off Break",OFF_SPIN,en,NULL,"Ateeq Javid",,,,,"A Javid",49013,
604,"2021-02-14 23:59:14",NULL,0,RIGHT,"Right Hand Bat",1994-12-29,,RIGHT,"Right Arm Off Break",OFF_SPIN,en,NULL,"Aadil Ali",,,,,"AM Ali",49771,
605,"2021-02-14 23:59:14",NULL,0,LEFT,"Left hand Bat",1984-06-14,,RIGHT,"Right Arm Medium",MEDIUM,au,NULL,"Mark Cosgrove",,,,,"MJ Cosgrove",49551,
606,"2021-02-14 23:59:15",NULL,0,LEFT,"Left hand Bat",1993-02-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,sct,NULL,"George Munsey",,,,,"HG Munsey",1814,
607,"2021-02-14 23:59:15",NULL,0,NULL,,0002-11-30,,NULL,,NULL,en,NULL,"Ben Mike",,,,,"BWM Mike",93785,
608,"2021-02-14 23:59:15",NULL,0,RIGHT,"Right Hand Bat",1990-10-05,,RIGHT,"Right Arm Medium",MEDIUM,en,NULL,"Lewis Hill",,,,,"LJ Hill",49803,
609,"2021-02-14 23:59:15",NULL,0,RIGHT,"Right Hand Bat",1990-03-10,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,pk,NULL,"Mohammad Abbas",,,,,"Mohammad Abbas",45206,
610,"2021-02-14 23:59:16",NULL,0,RIGHT,"Right Hand Bat",1993-11-19,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Gavin Griffiths",,,,,"GT Griffiths",49765,
611,"2021-02-14 23:59:16",NULL,0,NULL,,1996-10-24,,RIGHT,"Right Arm Off Break",OFF_SPIN,en,NULL,"Callum Parkinson",,,,,"CF Parkinson",51050,
612,"2021-02-14 23:59:16",NULL,0,LEFT,"Left hand Bat",1997-05-07,,RIGHT,"Right Arm Off Break",OFF_SPIN,en,NULL,"Harry Dearden",,,,,"HE Dearden",50666,
613,"2021-02-14 23:59:17",NULL,0,RIGHT,"Right Hand Bat",1991-04-04,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Colin Ackermann",,,,,"CN Ackermann",52963,
614,"2021-02-14 23:59:19",NULL,0,RIGHT,"Right Hand Bat",1996-08-28,,RIGHT,"Right Arm Off Break",OFF_SPIN,en,NULL,"Philip Salt",,,,,"PD Salt",49818,
615,"2021-02-14 23:59:19",NULL,0,LEFT,"Left Hand Bat",1994-10-17,,NULL,,NULL,en,NULL,"Ben Duckett",,,,,"Ben Duckett",49378,
616,"2021-02-14 23:59:22",NULL,0,LEFT,"Left hand Bat",1978-12-11,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,pk,NULL,Sarfraz,,,,,Sarfraz,91158,
617,"2021-02-14 23:59:22",NULL,0,RIGHT,"Right Hand Bat",1990-06-27,,NULL,,NULL,sct,NULL,"Craig Wallace",,,,,"CD Wallace",49115,
618,"2021-02-14 23:59:23",NULL,0,RIGHT,"Right Hand Bat",1994-02-27,,RIGHT,"Right Arm Medium",MEDIUM,sct,NULL,"Chris Sole",,,,,"CB Sole",60828,
619,"2021-02-14 23:59:23",NULL,0,RIGHT,"Right Hand Bat",1987-04-03,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,sct,NULL,"Richie Berrington",,,,,"RD Berrington",297,
620,"2021-02-14 23:59:23",NULL,0,RIGHT,"Right Hand Bat",1992-10-15,,NULL,,NULL,sct,NULL,"Matthew Cross",,,,,"MH Cross",299,
621,"2021-02-14 23:59:23",NULL,0,RIGHT,"Right Hand Bat",1991-11-23,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,pk,NULL,"Ahmed Shehzad",,,,,"Ahmed Shehzad",137,
622,"2021-02-14 23:59:24",NULL,0,RIGHT,"Right Hand Bat",1990-10-29,,RIGHT,"Right Arm Off Break",OFF_SPIN,sct,NULL,"Michael Leask",,,,,"MA Leask",458,
623,"2021-02-14 23:59:24",NULL,0,RIGHT,"Right Hand Bat",1988-09-12,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,pk,NULL,"Rahat Ali",,,,,"Rahat Ali",436,
